name,csv_height,csv_weight,csv_reach,csv_stance,csv_dob,wiki_matched,wiki_url,match_reason,wiki_name,wiki_birth_name,wiki_birth_date,wiki_birth_place,wiki_nationality,wiki_height,wiki_weight,wiki_weight_class,wiki_reach_in,wiki_stance,wiki_style,wiki_team,wiki_trainer,wiki_rank,wiki_years_active,wiki_fighting_out_of,wiki_mma_kowin,wiki_mma_subwin,wiki_mma_decwin,wiki_mma_koloss,wiki_mma_subloss,wiki_mma_decloss,wiki_mma_draw,wiki_mma_nc,wiki_sherdog,wiki_title,wiki_height_imperial,wiki_height_cm,wiki_weight_lb,wiki_weight_kg,wiki_reach_cm,wiki_other_names,wiki_reach,wiki_mma_dqwin,wiki_mma_dqloss,wiki_residence,wiki_height_ft,wiki_height_in,height_final,weight_final,reach_final,stance_final,dob_final
Jackie Lee,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Eun Soo Lee,"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982"
Tae Hyun Lee,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975"
Tommy Lee,"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977"
Matt Lee,"5' 11""",155 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",155 lbs.,--,Orthodox,--
Imani Lee,--,--,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,Orthodox,--
Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",True,https://en.wikipedia.org/wiki/Vaughan_Lee_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Vaughan Lee Harvey,,,"Birmingham, England",English,,,Bantamweight Flyweight,66.0,Southpaw,,Phuket Top Team Thailand,,,2003–present (MMA),"Birmingham, England",4,7,3,4,6,4,1,,6946,Vaughan Lee (fighter),,,,,167.6,,66 in,,,,,,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982"
Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",True,https://en.wikipedia.org/wiki/Kevin_Lee,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Kevin Lee,Kevin Jeese Lee Jr.,,"Grand Rapids, Michigan, U.S.",,5 ft 9 in,155 lb,"Welterweight (2019, 2021–2023) Lightweight (2012–2018, 2019–2020, 2025-present)Super lightweight (2022)",77.0,Orthodox,,Xtreme Couture (2012–2019) Tristar Gym (2019–present),Dewey Cooper (2012–2023) Firas Zahabi (2019–2023),blue belt in Brazilian jiu-jitsu,"2012–2023, 2024-present","Las Vegas, Nevada, U.S.",3,9,8,2,4,3,,,84342,Kevin Lee,"5'9""",175.3,155.0,70.3,195.6,,77 in,,,,,,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992"
Rocky Lee,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987"
Andrea Lee,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",True,https://en.wikipedia.org/wiki/Andrea_Lee_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Andrea Lee,,,"Atlanta, Texas, U.S.",,,,Flyweight,,,Kyokushin,Karate Mafia (2010–2018) Gladiators Academy (2018–present) Elite Combat Academy (2018–present),Tim Credeur,Black belt in Kyokushin Brown belt in Judo Brown belt in Brazilian Jiu-Jitsu under Relson Gracie Kru in Muay Thai under Ajarn Buck Grant and Master Donny Aaron,,,3,5,5,,1,10,,,149037,Andrea Lee (fighter),,,,,,KGB,,,,,,,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989"
JeongYeong Lee,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995"
JungHyun Lee,"5' 5""",125 lbs.,"65""",Orthodox,"Sep 10, 2002",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 5""",125 lbs.,"65""",Orthodox,"Sep 10, 2002"
ChangHo Lee,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994"
Macksom Lee,"6' 1""",135 lbs.,"75""",Orthodox,"Jan 06, 1999",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",135 lbs.,"75""",Orthodox,"Jan 06, 1999"
Ricky Legere Jr.,"5' 8""",170 lbs.,--,,--,False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",170 lbs.,--,,--
Sherron Leggett,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978"
Cheyden Leialoha,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994"
Claudia Leite,"5' 3""",135 lbs.,"64""",Orthodox,"Nov 04, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 3""",135 lbs.,"64""",Orthodox,"Nov 04, 1996"
Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",True,https://en.wikipedia.org/wiki/Thales_Leites,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Thales Leites,Thales Leites Lourenço,,"Niterói, Rio de Janeiro, Brazil",,,,Middleweight,78.0,,"Brazilian Jiu-Jitsu, Muay Thai",Nova União,,3rd degree black belt in Brazilian Jiu-Jitsu under Welton Ribeiro,2003–2018 (MMA),,4,15,9,1,1,7,,,8593,Thales Leites,,,,,198.1,,78 in,,,,,,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981"
Jovan Leka,--,265 lbs.,--,,"Mar 15, 2002",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,265 lbs.,--,,"Mar 15, 2002"
Stefan Leko,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974"
Gabe Lemley,"5' 8""",155 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",155 lbs.,--,Orthodox,--
Amanda Lemos,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",True,https://en.wikipedia.org/wiki/Amanda_Lemos,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Amanda Lemos,Amanda Oliveira de Lemos,,"Belém, Pará, Brazil",,,,Strawweight (2020–present) Bantamweight (until 2019),65.0,,,Marajó Brothers Team,,,2014–present,"Pará, Brazil",8,3,4,1,2,3,1,,173973,Amanda Lemos,,,,,165.1,Amandinha,65 in,,,,,,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987"
Giacomo Lemos,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989"
Christophe Leninger,"6' 0""",200 lbs.,--,Southpaw,--,False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",200 lbs.,--,Southpaw,--
Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982"
Jean Francois Lenogue,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972"
Nik Lentz,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",True,https://en.wikipedia.org/wiki/Nik_Lentz,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Nik Lentz,Nik Lentz,,"El Paso, Texas, U.S.",,,,WelterweightLightweightFeatherweight,68.0,Orthodox,Wrestling,"Minnesota Martial Arts Academy, American Top Team (2012–2017) Combat Club (2017–2021)",,Purple belt in Brazilian Jiu-Jitsu,2005–2021,"Eden Prairie, Minnesota, U.S.",11,8,11,3,2,7,2,1,15058,Nik Lentz,,,,,172.7,The Carny,68 in,,,,,,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984"
Alberta Cerra Leon,"5' 8""",238 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",238 lbs.,--,,--
Victoria Leonardo,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",True,https://en.wikipedia.org/wiki/Victoria_Leonardo,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Victoria Leonardo Mason,,,"Pomona, New Jersey, United States",,,,Flyweight,64.0,,,Elite Combat Academy,,,2018–present,"Shreveport, Louisiana",1,5,4,5,1,1,,,212725,Victoria Leonardo,,,,,162.6,Fury,64.0 in,,,,,,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990"
Anthony Leone,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987"
Chad Leonhardt,"6' 0""",170 lbs.,--,,"Feb 19, 1980",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,--,,"Feb 19, 1980"
Kimo Leopoldo,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968"
Michael Lerma,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Lukasz Les,--,170 lbs.,--,,"Nov 05, 1981",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,170 lbs.,--,,"Nov 05, 1981"
Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",True,https://en.wikipedia.org/wiki/Brock_Lesnar,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",,,,,,6 ft 3 in,265 lb,Heavyweight,,Orthodox,Wrestling,DeathClutch Gym,,Blue belt in Brazilian jiu-jitsu under Rodrigo Medeiros,,"Regina, Saskatchewan, Canada",3,1,1,2,1,,,1,17522,Brock Lesnar,"6'3""",190.5,265.0,120.2,,,,,,,,,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977"
Frank Lester,"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984"
Valerie Letourneau,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",True,https://en.wikipedia.org/wiki/Valérie_Létourneau,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Valérie Létourneau,,,"Montreal, Quebec, Canada",,,,Strawweight Flyweight Bantamweight,,Orthodox,"Boxing, Kickboxing",American Top Team,,Purple belt in Brazilian Jiu-Jitsu under Bruno Fernandes,2007–2019,"Coconut Creek, Florida, United States",4,1,5,2,1,4,,,21851,Valérie Létourneau,,,,,,Trouble,,,,,,,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983"
Leah Letson,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",True,https://en.wikipedia.org/wiki/Leah_Letson,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Leah Letson,Leah Letson,,"Wisconsin, United States",,,,"Bantamweight (2014–2017, 2022–present) Featherweight (2017–2021)",71.0,,"Taekwondo, Karate, Brazilian jiu-jitsu",Wanderley Jiu-JitsuPura Vida BJJ,,3rd Degree Black Belt in Taekwondo 2nd Degree Black Belt in Karate,2014–2022,"Milwaukee, Wisconsin",3,,2,1,,1,,,150829,Leah Letson,,,,,180.3,,71 in,,,,,,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992"
Justin Levens,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980"
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982"
David Levicki,"6' 5""",275 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 5""",275 lbs.,--,,--
Kyle Levinton,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Natan Levy,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991"
John Lewis,"6' 0""",155 lbs.,--,Southpaw,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",155 lbs.,--,Southpaw,--
Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",True,https://en.wikipedia.org/wiki/Derrick_Lewis,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Derrick Lewis,Derrick James Lewis,,"New Orleans, Louisiana, U.S.",,6 ft 3 in,,Heavyweight (265 lbs),79.0,Orthodox,,Silverback Fight Club (formerly) 4oz Fight Club,,Purple belt in Brazilian Jiu-Jitsu,2010–present (MMA),"Houston, Texas, U.S.",24,1,4,8,2,3,,1,59284,Derrick Lewis,"6'3""",190.5,,,200.7,The Black Beast,79 in,,,,,,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985"
Bevon Lewis,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",True,https://en.wikipedia.org/wiki/Bevon_Lewis,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Bevon Lewis,"Bevon Kareem LewisMixed martial arts show results Date: November 7, 2020",,"Gardena, California, United States",,,,Welterweight Middleweight Heavyweight,79.0,Orthodox,,Jackson-Wink MMA (2016–2019),,,2015–present,"Stone Mountain, Georgia, United States",3,,5,4,1,1,,,211153,Bevon Lewis,,,,,200.7,The Extraordinary Gentleman,79 in,,,,,,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991"
Brandon Lewis,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997"
Malik Lewis,"6' 0""",155 lbs.,"75""",Orthodox,"Mar 04, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",155 lbs.,"75""",Orthodox,"Mar 04, 1996"
Chi Lewis-Parry,"6' 9""",243 lbs.,--,,"Aug 10, 1983",True,https://en.wikipedia.org/wiki/Chi_Lewis-Parry,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",,,,,,6 ft 9 in,243 lb,Heavyweight,,,,American Kickboxing Academy,,,,,7,2,,,,,2,2,91943,Chi Lewis-Parry,"6'9""",205.7,243.0,110.2,,,,,,,,,"6' 9""",243 lbs.,--,,"Aug 10, 1983"
Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988"
Li Yunfeng,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 08, 1999",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 08, 1999"
Liang Na,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1996"
Jess Liaudin,"5' 9""",170 lbs.,"72""",Orthodox,--,False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",170 lbs.,"72""",Orthodox,--
Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",True,https://en.wikipedia.org/wiki/Chuck_Liddell,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Chuck Liddell,Charles David Liddell,,"Santa Barbara, California, U.S.",,,,Light Heavyweight (1998–2010)Heavyweight (2018),,,,,John HacklemanRyan LangcakeJohn LewisChuck Sandlin,8th Dan black belt in KajukenboBlack belt in Koei-Kan KaratePurple belt in Brazilian jiu-jitsu,"1998–2010, 2018 (MMA)","San Luis Obispo, California, U.S.",13,1,7,7,1,1,,,192,Chuck Liddell,,,,,,The Iceman,,,,,6,2,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969"
Rodrigo Lidio,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989"
Sam Liera,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Zach Light,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974"
Scott Lighty,"6' 2""",205 lbs.,--,,"Oct 15, 1978",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",205 lbs.,--,,"Oct 15, 1978"
Chris Liguori,"5' 9""",185 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",185 lbs.,--,Orthodox,--
Donnie Liles,"5' 9""",170 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",170 lbs.,--,Orthodox,--
Jae Suk Lim,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979"
Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",True,https://en.wikipedia.org/wiki/Lim_Hyun-gyu,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Lim Hyun-Gyu,,,,South Korean,6 ft 2 in,185 lb,Welterweight Middleweight,77.0,Orthodox,"Taekwondo, Boxing, Ssireum",Team Macho,,Black belt in Taekwondo,2006–present,"Seoul, South Korea",10,2,2,2,2,3,1,,21040,Lim Hyun-gyu,"6'2""",188.0,185.0,83.9,195.6,The Ace,77 in,,,,,,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985"
Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",True,https://en.wikipedia.org/wiki/Juliana_Lima,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Juliana Lima,Juliana de Lima Carneiro,,"Belo Horizonte, Brazil",,,,Strawweight,,,,Gracie Barra BHDraculino Team,,Black belt in Brazilian jiu-jitsu under Vinicius Magalhães,2010–present,,2,,7,,1,5,,,73710,Juliana Lima,,,,,,Ju Thai,,,,,,,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982"
Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",True,https://en.wikipedia.org/wiki/Dhiego_Lima,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Dhiego Lima,,,"Goiânia, Brazil",,,,Welterweight Middleweight,75.0,,,American Top Team Gwinnett,,Brown belt in Brazilian Jiu-Jitsu,2010–2022,"Atlanta, Georgia, United States",4,4,7,5,1,3,,,59607,Dhiego Lima,,,,,190.5,,75 in,,,,,,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989"
Douglas Lima,"6' 1""",170 lbs.,--,,"Jan 05, 1988",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",170 lbs.,--,,"Jan 05, 1988"
Mabelly Lima,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994"
Andre Lima,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",True,https://en.wikipedia.org/wiki/André_Lima_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",André Lima,André Luis Lima Cardoso,,"Feira de Santana, Bahia, Brazil",,,,Flyweight,67.0,,,Team Lucas MineiroMascote Team,,,2022–present,"Guarulhos, Brazil",5,1,4,,,,,,201199,André Lima (fighter),,,,,170.2,Mascote,67 in,1,,,,,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999"
Felipe Lima,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998",True,https://en.wikipedia.org/wiki/Felipe_Lima_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Felipe Lima,,,"Coari, Amazonas, Brazil",,,,FeatherweightBantamweight,68.0,Orthodox,,Allstars Training Center,,,2015–present,,4,3,7,,1,1,,,205627,Felipe Lima (fighter),,,,,172.7,,68 in,,,,,,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998"
Miguel Linares,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Emiliano Linares,"5' 8""",145 lbs.,"72""",Orthodox,"Apr 21, 1997",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",145 lbs.,"72""",Orthodox,"Apr 21, 1997"
Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",True,https://en.wikipedia.org/wiki/Matt_Lindland,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Matt Lindland,,,"Oregon City, Oregon, U.S.",,,,MiddleweightLight HeavyweightHeavyweight,74.0,Southpaw,,Team Quest,,Black belt in Brazilian jiu-jitsu under Renzo Gracie,1997–2011 (MMA),"Portland, Oregon, U.S.",9,6,6,4,4,1,,,276,Matt Lindland,,,,,188.0,The Law,74 in,1,,,,,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970"
Jake Lindsey,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",True,https://en.wikipedia.org/wiki/Jake_Lindsey_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Jake Lindsey,,,"Manhattan, Kansas, United States",,,,WelterweightLightweight,,,,Combative Sports Center,,,2010–present,"Manhattan, Kansas, United States",5,7,3,4,4,3,,,57214,Jake Lindsey (fighter),,,,,,The Librarian,,,,,,,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986"
John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",True,https://en.wikipedia.org/wiki/John_Lineker,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",John Lineker,"John Lineker dos Santos de Paula Mixed martial arts show results Date: September 5, 2015",,"Paranaguá, Paraná, Brazil",,5 ft 3 in,145 lb,Flyweight Bantamweight FeatherweightLightweight,,,,EMPORIUM (until 2014) OCS Jiu-Jitsu (2014–present)American Top Team (2015–present),,Brown belt in Brazilian Jiu-Jitsu under Ocimar Costa,,"Paranagua, Paraná, Brazil",18,4,14,1,4,6,,1,41906,John Lineker,"5'3""",160.0,145.0,65.8,,Mão-de-Pedra (Hands of Stone),,1,,,,,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990"
Austin Lingo,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",True,https://en.wikipedia.org/wiki/Austin_Lingo,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Austin Lingo,,,"Mesquite, Texas, United States",,,,Featherweight,70.0,,,Fortis MMA,,Purple belt in Brazilian Jiu-Jitsu Black belt in Taekwondo,2017–present,"Dallas, Texas, United States",3,2,4,1,1,2,,,236341,Austin Lingo,,,,,177.8,Lights Out,70 in,,,,,,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994"
